Sponsor Seniority (Years),Sponsor Party Majority (1/0),Is Committee Chair (1/0),Majority Party in House (1/0),Margin of Majority (Seats),Pre-committed Cosponsors,Proportion of Majority Cosponsors,Historical Passage Rate (%),Sponsor's Past Success Rate (%),Majority Party Approval Rating (%),Passed
29,1,1,0,42,10,0.4313017063410146,0.6047043183978418,63.15443786761603,39.18865134732927,0
31,0,1,0,21,57,0.37904048538303503,48.38602188643114,54.29404444893278,37.98286463583755,1
35,1,1,0,16,56,0.9150607325172224,12.324745813255145,12.93806169667009,31.511380263827185,0
33,0,0,0,12,76,0.2511692675484013,30.767908947794854,37.5821219007941,55.73478900279042,1
21,0,1,1,2,3,0.8442123252861431,92.60595598182655,9.914611227762393,40.50041161932663,1
32,1,1,0,41,85,0.4840205725094041,16.169455327398687,62.29540441833817,32.09388713725252,0
23,0,1,1,24,6,0.5140954425512597,96.58323197183326,44.68741952004389,39.23917242112255,0
33,0,0,1,35,60,0.308468281489484,20.579437698942172,77.79849715709368,62.07655811344506,1
3,1,0,0,30,53,0.5730422006190157,74.15661084668295,22.047048099936983,64.05956726586186,1
18,0,0,0,30,87,0.3252111962762113,54.66772648973117,16.45660584293349,49.322649807732105,1
25,0,0,0,47,67,0.03926941424165231,88.44787275967592,40.63322309637678,46.64282681634745,1
31,0,0,1,35,91,0.27199860534435605,55.399325550313094,92.65853832183811,69.11414774007127,1
3,1,0,0,19,78,0.006379043406590679,53.45592191563087,71.04218150124117,38.02258638352279,0
24,0,0,1,8,0,0.9783547870568566,19.54580003683999,41.89236247929187,38.61437131418434,1
32,1,1,0,26,54,0.9657472098197475,16.62293620516587,51.727216975431055,41.674687081455986,1
22,1,1,0,49,2,0.39515529747230504,91.64891511155142,8.421301117709834,36.910292731243494,0
23,0,1,1,40,77,0.728370854339646,32.78381988500341,98.4575896376113,45.17462392816746,0
2,0,0,1,7,37,0.345806098410425,37.20822549628959,66.6407304694919,66.43336907959015,0
27,0,0,0,30,0,0.671093157085976,75.98236584283885,28.540406846342247,54.61391362514297,1
2,1,0,1,7,37,0.8054300430459791,33.882348242280734,58.58083942152443,46.47786194449054,0
26,0,0,1,3,84,0.9467562446922407,95.20624466390028,10.948236606899398,67.37643178284858,0
17,0,0,1,1,28,0.400212275849672,73.79277689988002,96.58366688075836,31.938569299032892,0
33,0,1,1,36,4,0.7832979829560477,59.742924257342,17.478498788336594,38.41104711607446,0
9,0,1,1,25,73,0.2659284506321188,88.08951605447525,64.80303180552141,52.63554420407036,1
39,0,0,0,37,91,0.9903323037936483,4.960590834948276,24.545446253893044,54.622104927727165,1
29,1,0,0,1,20,0.025769598764351143,25.706269218920873,71.75613826485358,31.582300262504525,1
26,1,0,1,15,70,0.603528806501121,46.50363342209099,77.68213672402811,46.12155031628529,0
35,0,0,0,37,66,0.6595059816513271,22.6978539471521,67.34197289114327,55.96615859323491,0
25,0,1,0,13,46,0.6880455570741288,74.39051873021519,61.44994602551925,57.92282185613607,0
24,0,0,1,40,83,0.12038757878908901,91.92080310537251,89.24690939520117,55.52559610065077,0
13,0,0,0,8,82,0.9385297834731304,42.37701199309234,7.862671098975804,42.82252897443698,0
7,1,0,1,5,34,0.1811832790500828,34.2132600111895,33.09147657801952,33.74080494391638,0
36,0,0,1,9,67,0.6227534032398411,96.15507321375662,24.828747963084595,47.08449785677337,1
20,1,1,0,1,68,0.22267607912308496,44.485243282754084,98.80139620654217,35.15017749472222,1
1,1,0,1,36,0,0.3072164170212709,48.90484004492832,38.93897796668735,67.90494634082668,0
8,0,0,1,35,67,0.5464585417281244,35.164987234190534,73.26126992403988,49.006834640905126,1
16,1,1,1,2,11,0.4171934185645765,90.95484730121383,68.47251638810046,42.6903669742747,0
14,1,1,1,40,59,0.1602256009765063,56.89554832818507,21.208123747737773,60.652162844756006,0
12,1,1,1,23,26,0.1709364024208483,76.21745871816447,23.899768021155133,49.917943703290554,1
23,1,0,0,9,55,0.41814478816279965,81.18067183508863,28.12845635530341,42.401360960498,0
15,0,0,0,34,22,0.7572829782755007,34.18490419172582,41.112727825937924,62.47870969563207,1
28,0,1,1,46,24,0.8979646468477885,43.369433132038004,23.43250656505268,64.68608604004487,0
34,1,1,1,14,20,0.08412766225938284,84.84717744062647,1.9651482746847804,56.92032665154708,0
2,0,1,0,4,60,0.39310390755940106,36.32553516758102,87.93930568071954,31.87857689630669,1
32,0,1,1,30,62,0.10024556372287663,79.39351334518513,96.5609831380884,52.652915206661284,0
23,0,1,0,31,51,0.016592480632597884,94.09923225744372,34.15703870315679,60.53179647989126,0
22,0,1,1,38,87,0.6617186826439566,62.3210373068007,33.85068794254729,35.46012048334329,0
25,0,0,1,11,24,0.6024494419665878,74.16272874518889,0.7091812774370987,39.146830055384136,1
22,1,0,1,35,54,0.1630191138148862,80.50973120411349,68.02506883303741,65.29980420272545,0
22,0,0,1,8,45,0.2338128330930641,84.50396488966425,82.54398957486288,30.80486887412296,0
6,0,1,1,3,31,0.02370775364451838,39.505333785679596,14.660830036000316,60.10908551303904,0
15,0,1,1,14,54,0.8349472056944037,5.126345917599817,15.966634936715074,48.950931700576916,1
37,0,1,1,13,95,0.9746905960485515,40.187627123673956,79.00832499714377,47.870886353584275,1
33,1,1,0,45,4,0.1354595367946908,67.37562297840898,61.629074835414464,30.283861299795486,1
8,1,1,0,32,35,0.23147521376529812,45.03503857807928,4.486055762771701,62.775929238659714,1
5,1,1,0,34,48,0.868409523946934,74.89631508603985,62.25469904622817,44.39299602546266,1
39,1,0,1,45,57,0.9264637979561848,35.69824294686639,30.891772284376607,51.630625252021716,0
4,0,0,1,19,38,0.41962738280681033,63.474414110402954,36.872515547084596,57.092027453426375,1
6,1,1,1,38,79,0.050622472269074126,18.641980485397458,76.97314182968802,58.10518305751663,1
32,0,0,1,16,96,0.0393918336928194,74.93694366449569,81.09351926726106,68.23920235304288,0
30,0,1,1,2,84,0.5739498660690104,54.56959688130259,40.03566268398306,51.253598129464365,1
35,0,0,1,40,60,0.392895108893179,20.40643885466006,94.71529360063548,45.98878203897711,0
16,0,1,1,17,8,0.028652427577654516,29.191117349780725,40.64627179520722,68.14814505966831,1
13,0,1,0,34,5,0.5832523923125568,74.86087085818323,77.18360352301099,55.684409401020844,0
30,1,0,1,42,34,0.011302536589022472,48.26012356615207,48.38772645642591,41.92601425106223,0
19,1,0,0,16,38,0.787371958149273,21.60314403930722,89.7532326522084,35.05856981614285,1
17,1,1,0,38,21,0.3064328227033716,96.72711903702977,90.77612436501786,63.702180058607254,1
19,1,1,1,2,40,0.0402580030092321,71.51250198168879,8.741680787108386,44.487264111766066,0
28,0,0,1,2,4,0.5883522209831533,95.71348325397962,93.64933313102257,56.418788854577244,0
26,1,0,0,26,41,0.3976844144330547,42.71050453603432,82.55348415204156,48.83265677463592,0
37,0,1,0,13,86,0.9738004133571495,47.51003406917205,79.13107143126669,37.957191191801535,0
26,1,0,1,47,80,0.5441986625037022,89.79552161850192,20.091133968552242,54.0674643448186,0
23,0,1,1,31,75,0.2752391810370083,52.504934024538464,80.51192087546649,32.427322758027294,0
9,0,1,0,34,86,0.7094388646339748,70.72789119056672,85.01327346850368,46.53369839484769,0
12,1,1,1,39,79,0.27149200254271133,25.217287749552998,28.915033445415094,51.86459758654684,1
1,0,1,1,3,66,0.9042432914075651,44.67264687026405,95.22600783623237,47.44187896474316,0
1,0,0,1,8,29,0.37472197050737643,12.34498658103551,4.986014639916425,59.94688701003963,1
34,1,0,0,23,56,0.5498685627762052,20.59800358769617,14.990925324713967,63.1169981818125,1
32,0,0,0,14,85,0.05057310382422886,0.0943415267631087,53.75811380515143,60.84972296132712,0
25,1,0,0,27,72,0.4261212379522308,3.926505164866023,57.579247112230966,31.552517912472084,0
1,1,0,1,29,28,0.832363539660995,97.72838231769293,64.51500833009034,37.76515081783889,1
16,1,0,1,39,36,0.8056488053633419,24.23536951367623,1.6969129315466458,51.46430037055097,0
39,0,0,0,39,86,0.22431855885352625,66.33107095040019,96.03667746221302,67.39288161775205,0
5,0,1,0,1,12,0.22607907101056268,83.90996987996115,4.458809273414399,63.39827100208468,1
22,0,0,0,17,31,0.8173053122132368,55.066045923656425,14.306195272340238,63.70138033407207,1
29,1,0,1,41,45,0.9303984201693255,15.31445000839562,1.401451752605698,42.128327750386994,1
3,0,1,0,30,22,0.09536092127300355,72.81164373361663,56.685843329409465,47.1779158831481,0
12,1,0,0,13,44,0.45005863942622526,60.025141009958304,93.22668839209723,48.828237892637496,0
26,1,0,1,21,16,0.33745427896422897,73.12505893473751,66.59471660804643,36.29486333399642,1
16,0,1,1,19,84,0.8706884554574393,76.97466228570872,82.26574684804274,31.242725209778254,0
37,1,0,1,19,65,0.08352491468001877,97.54103676847451,1.3281203458580082,67.87611597842067,1
22,0,0,0,25,5,0.2111259425580374,57.356328002671,54.20152984797261,39.62850342654027,0
29,0,0,1,22,17,0.7524683375864943,34.164111269060186,45.95629775055219,39.59795614894525,1
14,0,1,1,31,93,0.051293848981215584,64.8464556900237,49.8967944220793,33.33516215075038,0
28,0,0,0,17,21,0.49253538071428926,6.844070924262613,7.221318533518795,67.14031007775114,1
5,0,0,1,23,32,0.44210703467972,89.73973183215863,68.44353610693075,53.18948459759088,0
30,1,1,0,32,29,0.33440117898874866,11.938101133819679,50.322041485863444,56.681474285014154,0
5,1,0,0,10,80,0.3945723153189238,32.784283788581824,76.51488498612639,66.4630754905221,1
12,1,1,1,10,31,0.5299405869302329,81.57453806261209,48.52906340617154,43.82480675603158,0
16,0,1,1,36,41,0.16136735838838312,59.731237833071184,14.938163622643208,54.86029244552336,0
26,0,0,1,8,77,0.5719958782835928,39.363552027744205,64.8256954077822,31.5519781891555,1
26,0,1,1,20,9,0.8054323292999863,47.34356593750214,17.238636210516624,37.47090112924517,0
21,1,1,1,32,35,0.760160929790159,85.45473932021804,87.23945633548149,63.2498322035977,0
39,0,0,1,14,33,0.15389990469377368,34.00043860598922,61.311623906924154,60.670734253533425,0
36,1,1,0,28,72,0.1492494697414739,86.96496848121713,15.720388355695425,44.025707658285874,1
33,1,1,0,46,27,0.2681743677449133,8.813443097669149,96.23380574812069,45.072425110968496,1
30,0,0,1,24,10,0.3610747263410372,77.67984372086308,51.83654633353206,51.342177342143174,1
37,0,0,0,15,77,0.4084555814084826,84.75476330547363,7.289845187165501,30.00964018740538,1
23,1,0,1,22,38,0.6796972168333453,18.181765283733874,62.68329044150672,39.64977344152111,1
10,0,1,0,30,46,0.056680432165835404,43.03465323722004,25.31989070128102,38.32927234432858,0
5,1,0,0,4,18,0.034672704226066386,16.54997746636556,80.36934518773025,40.01931786999054,0
36,0,1,0,13,14,0.391910562943909,70.66041289942177,81.78220735661907,62.23623370133765,1
34,0,1,1,23,27,0.6971636921379805,53.534776806165674,97.89473558546618,41.18695426185773,0
31,1,1,0,8,23,0.19343534295648257,63.5323346708321,50.186953102450374,37.660852882005926,0
10,0,1,1,18,71,0.6415044812562517,19.648696695621116,45.495687972773716,50.17053843172126,0
19,1,1,0,12,8,0.25982813794029946,21.17458620524195,75.34756054464806,64.62580145490928,0
32,0,1,0,31,46,0.8860861088135163,4.149732550990636,13.247065634192657,39.653988153499995,1
1,1,1,0,14,32,0.8956899442666165,32.20675351957297,54.69155137931242,33.14144971171195,1
5,1,0,0,34,61,0.2972872042813265,55.97446613336749,54.624760013085094,44.25618943398659,0
4,0,0,0,18,96,0.2299937539632405,85.79349139973289,8.947312281038721,59.90607298259911,0
16,1,1,1,34,18,0.41130397206623126,66.69274474586807,41.798408550691356,52.02762178779179,1
24,0,1,1,11,66,0.24053158518014872,43.53963233997514,85.3284798567202,62.6717347829739,0
16,0,0,0,41,73,0.6723838432917036,95.31201143941378,85.61536219946603,68.38368590436936,0
2,0,1,0,12,39,0.8260646845482855,71.92452005758318,9.9237664919681,61.70649907006468,0
28,1,0,0,49,46,0.673092130911217,93.016520286255,9.072088274783086,54.15212315375014,1
32,1,0,0,15,64,0.8243504472493495,52.75879732721657,26.26954770019353,49.73366352209522,1
27,0,0,1,31,28,0.39699216220747413,25.89042747931396,87.47660625539935,31.602763453930667,0
20,0,1,0,49,49,0.15631697070886086,5.282668636472199,12.890258507349895,69.37287915256165,0
24,1,1,1,29,97,0.7379509473975921,72.60848514838504,71.99968026274462,45.3392449030017,0
12,0,0,0,26,12,0.3604745051415539,12.130299800553413,10.116561961310321,36.08912855667467,0
35,0,0,1,18,0,0.6712708252291325,30.277512827196716,62.31378537478254,56.66835421585827,0
33,1,0,0,32,33,0.27064394198176567,53.24709078838974,35.60672991191448,41.37153156381837,0
33,0,0,0,22,92,0.08122963480667267,56.441658777974766,78.8913962965867,53.43113083724191,1
37,1,0,1,38,47,0.9925817954877634,60.0583196987136,23.36904488253636,53.47071631378365,1
12,0,1,0,17,76,0.15620150793059928,16.625533034970065,63.920182938995985,47.82919283611477,0
3,1,0,0,23,47,0.988420993963481,37.97374048216488,23.568253457588494,63.4447446218017,1
1,0,1,0,24,48,0.9772799325664473,61.71942271169667,71.36602831121537,40.598682462217724,0
33,0,0,1,8,63,0.7938181039080396,96.98188646337847,87.36780345607488,47.94530366470937,0
10,1,1,0,41,60,0.6594229620819976,72.76311376996887,12.680179912676003,51.50768514363886,1
29,0,1,0,6,28,0.5778070502510847,92.26037570939579,86.65956885955035,56.544988830691985,1
13,1,1,1,5,38,0.8661015453778347,76.2212058314177,59.35752544142979,61.35887402022358,0
12,0,1,1,44,87,0.28943952161948794,59.171696889240046,12.711049086702397,45.79229131513024,0
31,1,1,1,29,25,0.46768121248487704,19.202336913634454,42.7541855359712,55.84187776386384,1
2,1,1,0,28,16,0.6193899693665019,66.66856518925131,16.08602934850979,36.02443812274076,1
35,1,0,0,11,70,0.4111904758694911,62.337956595990704,70.03478888665695,67.30592402169914,0
23,1,1,0,1,12,0.427486454090268,60.24691704572665,75.88681344179497,45.32235225684014,0
17,0,0,1,43,68,0.3302846675020844,48.978586798824075,10.579652027279895,59.180856879057536,0
26,0,1,0,19,25,0.564231816684536,52.86566039892756,50.613985269464436,30.813643275287106,1
8,1,1,0,9,48,0.850574528015116,33.44425271181041,81.46250560259172,38.20748571619228,0
29,1,0,1,27,66,0.20152837800631285,51.931269264230316,93.61630415509966,49.48330177294312,1
26,1,1,1,34,6,0.9344330387534414,19.755590567847825,51.351786674177,65.13009870929386,0
10,0,0,1,44,57,0.6890876537482297,80.51743973603767,95.02792236114071,51.09020599802709,1
26,0,0,1,4,48,0.8232732126800302,18.577695469870783,53.56889704560298,67.19481929175515,1
34,0,0,1,36,52,0.5561906926300116,8.496628988946641,39.419049459990795,49.351875863311854,1
7,0,0,0,18,64,0.7795167014240635,43.62460263571574,84.82031285528954,49.617963869438,1
4,1,1,1,15,61,0.01620039733946721,65.83074395060619,49.2982710458089,34.789871540021274,0
11,1,1,0,13,16,0.8183804247795352,43.771682493354135,47.190251056452304,62.106249766088794,1
29,1,0,0,19,42,0.04013885908536652,27.67541319513086,49.03124894098283,39.878616498682504,1
36,0,1,1,49,24,0.8899133763628625,55.817118389044076,84.67850018697453,65.9844995748926,1
25,0,1,1,6,2,0.9919627472386433,34.700233541219994,83.19415416880521,66.43296881321584,0
21,0,0,1,48,78,0.2940674621767778,93.28676901266331,40.35199924402112,67.73240447496599,0
36,1,1,0,12,28,0.21031855628579366,92.2645139603572,33.3299859870525,50.8092195641236,0
10,1,0,1,37,31,0.7653633638580407,50.23718199720955,49.19280240391293,57.08375139134577,0
37,0,0,1,17,25,0.2530263409202532,32.78839940182585,57.277250973710906,61.14063520246654,0
9,1,1,1,23,15,0.8655623831722035,73.71324139566391,23.833721062799697,35.24058474601863,0
24,0,1,1,26,24,0.10284259215747671,3.671294348306664,79.39550847155907,54.03828779989989,1
35,0,1,1,29,53,0.12595519637935826,47.47690060436513,48.648276573242285,31.371916052132466,1
35,1,0,0,33,27,0.9791515551006156,33.63233942703335,33.40455484199596,49.90264333554904,1
36,0,0,0,27,72,0.6738388982700046,92.05358851025547,10.68209929639906,36.1937072648091,0
18,1,1,0,25,55,0.8468872244289528,1.2003027272682543,23.884516040360694,37.31691703848339,1
39,0,1,1,10,64,0.324329377351518,55.28148757183491,94.92811717559837,44.60190266770406,1
32,1,1,1,47,92,0.6764837495206044,74.0663581066626,30.50996868195266,47.29748666866012,0
24,1,1,1,23,85,0.5942418273085972,48.50179875240413,16.885928936703532,54.92689698128749,1
23,1,0,0,21,79,0.603150120122947,8.540303016272166,46.06727916549932,32.977136737540626,0
32,0,1,1,21,40,0.6825324595377216,97.24613900279022,30.70877433602487,50.14767044949778,1
37,0,0,1,43,50,0.5753591731290986,51.801043137609796,3.5159250271194153,37.305005210124044,0
12,1,0,1,13,70,0.42906236930266595,61.41862443190114,32.314521727941724,52.959007001269676,0
13,1,1,0,37,77,0.27592269438054684,23.660978270750732,54.41086239394686,55.49618449044734,0
23,0,1,1,33,28,0.768581330913202,48.34980851068038,55.17123720199669,52.26837026211415,1
25,0,1,0,24,82,0.2262724300031862,42.914949195832186,35.65589211768887,59.5318204191323,1
35,0,0,1,44,18,0.6923543061544142,7.489584200198374,44.73027562526006,43.42436976963605,0
30,1,1,0,11,65,0.23333282264932664,10.616035354746723,96.55179182347663,60.604263665325234,0
17,0,1,0,17,40,0.6253301699544539,83.74725196187745,37.73484772303116,47.31068326832775,1
20,0,0,0,4,44,0.7470782671290289,23.981995220659023,25.822681325998296,49.36737993290387,1
25,1,1,1,47,14,0.2187138889065392,19.495827149863054,24.34670440667601,55.92408509044286,0
22,0,0,1,25,2,0.05994330086130828,50.49114512501392,45.776461270413414,30.73433535996896,1
13,0,1,0,30,10,0.13097374299417408,76.87471313625129,75.9520148716944,56.15976885680993,1
19,0,0,0,9,52,0.6059969672710255,6.194651857898792,20.59881841884732,54.743405962884616,1
36,1,1,1,21,45,0.8494464062257355,57.680791963825584,70.92961271407681,42.3938846701312,0
12,1,1,1,20,29,0.04499682123542437,11.921044284057336,2.1149823349416286,33.43177139597958,0
19,1,0,0,19,56,0.7341512590416462,3.6461050825618457,41.8932977983946,33.63741799652165,1
12,1,0,1,19,17,0.3413186459500521,5.274395216221739,77.58650652027869,66.92894987940915,0
9,1,1,1,12,50,0.4785283699195225,83.41641082084413,33.873295577443145,57.57117284903349,1
7,1,0,1,37,47,0.9288595498455656,11.797248362806156,56.37371014453995,35.084104550829615,1
28,1,0,1,42,65,0.33197150473584547,4.515136441229195,20.49792328259108,44.26892677235625,0
14,0,0,0,17,95,0.46533693393948605,43.789988714291226,74.19953911261723,53.69931975606386,0
31,0,0,1,37,7,0.013682414760681105,84.39934719420248,5.227910326875962,63.422868203625946,0
19,1,1,1,48,21,0.08159872000483837,26.240837648930192,85.25426448755003,31.746437148520343,1
16,0,1,0,39,5,0.258591591134784,42.17126175259164,19.819638642166815,39.465325258800355,1
5,0,0,0,28,75,0.027852240821074403,3.9922532563751223,87.43980317083307,65.5899596118152,0
35,1,0,1,41,56,0.631375326048251,44.907851413487585,35.25292413005173,30.36662200735266,0
12,0,0,1,35,35,0.4263983568016225,57.761308063713365,72.26835744744866,38.0559641117555,0
25,0,0,1,47,78,0.548145202728022,57.090705375214476,31.922529778618845,68.36096703891863,1
21,0,1,1,48,91,0.17464718589632955,33.242669217436514,90.59116712346476,54.536073860886844,1
36,0,1,0,18,56,0.2959320294366161,31.55331806631355,12.663712551837436,40.46685466550026,1
23,0,0,0,14,48,0.6638244748527251,10.662361893659789,17.85197892725987,32.6796437758339,0
16,1,0,0,35,44,0.9653027236303998,36.67983206462684,49.303012515880226,31.127653617888885,0
39,1,0,1,44,81,0.0504167736022092,9.949466887296465,8.193843903814614,39.78980318547709,1
39,1,1,1,41,65,0.8903843208552661,76.65959447120517,19.598018470176193,65.25943278355642,0
14,0,0,1,7,76,0.5768812013112085,96.62742977481858,94.37663822120143,46.63654617190038,0
31,1,1,1,41,44,0.5639195667556237,97.00744566667069,97.64896611478872,58.81333476663972,0
5,0,0,0,13,78,0.5002785352077603,86.50710993753938,37.62593293304219,66.73140141519832,0
35,0,1,0,18,19,0.06939408590418339,60.07921493396191,92.32860210139357,46.32161846411266,1
23,0,0,1,37,63,0.08987685173616067,70.086569724388,54.48246756734317,37.65109484149588,0
29,0,1,0,13,92,0.6009120056590861,28.520580268041407,26.974246587376705,50.684717234276775,1
11,1,0,1,36,92,0.3409585714355583,63.077042017262066,70.23987210805987,66.32334748239418,1
18,1,0,1,31,66,0.9172680665776807,45.56495494398774,65.89018065748571,62.174976565508025,0
12,0,0,0,2,82,0.40659053735947226,48.20173397769325,98.91253191087334,32.63319373452615,1
9,1,1,1,16,2,0.14328145870264108,75.7776560375158,26.50472874092833,57.70291200310327,1
10,0,0,1,9,53,0.714718833502036,28.191835559725163,67.20595026617355,52.875900898358154,0
17,1,1,0,9,77,0.29335342144100984,31.803961169451988,5.202375502944689,66.29852705385701,1
38,1,1,1,38,63,0.5254703073558932,92.46417911286366,11.36460386967194,34.89925667401189,1
7,0,0,1,11,39,0.69783278550517,5.622429485097225,0.3918374951093262,51.36144452818627,1
13,1,0,0,22,58,0.9002641112020704,48.56342984133404,99.94606810596731,65.1785077404757,1
9,0,0,1,33,54,0.7921911948016761,91.28008004078617,80.22736971474778,46.40095146966972,1
27,1,1,0,36,61,0.6763610678727241,61.0363007818157,78.67230147335408,49.27979670931468,1
2,0,0,1,45,3,0.6796331823951436,54.64070742121321,50.97260752881797,32.81842710667833,1
5,0,1,0,23,59,0.9459246440320865,24.974417922935523,30.006708290543994,41.12574561795643,1
29,1,1,0,45,74,0.29582409749653604,34.327548906444825,15.126428446267592,42.9802659667579,0
37,1,0,0,45,94,0.0011120941961874076,85.20484158046929,28.467473884646367,67.80489794979547,0
38,0,0,1,34,95,0.2719545593981987,55.921813176845816,37.597122192913915,41.30669442164636,0
19,1,0,0,9,90,0.217891379626744,51.47421937567799,75.6310096980294,48.43474941078608,1
8,1,0,0,24,29,0.6618345851139982,9.957971354002893,53.96617889031524,56.85217694257119,1
1,0,0,0,8,1,0.633711599765529,1.6028156455123121,7.748362655548268,36.4873348963151,1
22,0,0,0,7,61,0.5934613827047238,96.36851886870491,1.802900895891224,49.457695485674975,0
17,1,1,0,36,48,0.0162434432094537,37.698616728684165,10.233217953406315,59.541561579036305,0
7,0,1,1,18,8,0.7287780544506475,60.32130620995043,41.049871369737936,64.67420852108265,0
25,0,1,1,3,91,0.3235304124854915,7.971507318728499,93.31929170490183,55.05037098649707,1
4,0,0,1,28,30,0.6650559890066311,68.31142857230465,63.74024812092216,56.76214061267792,0
36,1,1,1,6,97,0.5565784285021533,93.2566708705961,80.18258998755151,35.05133890338276,0
6,1,1,1,44,60,0.3427309254279072,57.56652529974197,46.637459450454855,67.83105988985389,1
31,0,1,1,44,78,0.13457626710410775,12.611532237541056,36.16660831950428,35.3029630993793,0
19,1,1,1,21,47,0.09441889766048095,58.172152747347674,10.840037271662272,60.98691748727193,1
39,0,1,0,28,24,0.8315183331122236,76.63472131046524,87.5933022186205,40.592652871132756,0
27,1,0,1,40,35,0.918397542081558,40.64165365740187,78.31600290279029,67.34372574805006,1
10,0,0,0,1,7,0.6497880467642996,87.98377479414678,16.811809759772512,58.798381574779185,1
26,0,1,0,36,72,0.10343411486048337,64.86829533573645,51.22605638762605,60.152548519134754,1
19,1,1,1,21,57,0.4020272168882407,89.92489182892025,48.73748079212449,38.76236692239533,1
39,0,1,0,43,44,0.7289392001051572,62.35053112473372,62.50915526865286,47.72159906540644,1
3,1,0,0,35,61,0.7798208840100681,13.128797200482422,94.61868939912613,54.71252778357146,0
13,1,0,0,13,38,0.1182186222910886,30.96917111051891,57.97714417624796,60.79894472826403,1
28,0,1,0,49,95,3.071884538241587e-05,20.17949482524569,54.02172667786186,34.158375036495585,1
20,0,0,1,10,57,0.712137045880605,90.88264977168623,5.032293293466394,68.49461265818113,1
28,1,0,1,44,80,0.35659617598620563,76.04000672874827,6.290747601802393,65.60882682218224,1
8,0,1,1,47,98,0.25448133161826025,67.6398368910006,18.734679132678888,40.81394361982338,0
39,0,0,1,10,82,0.01289746978952544,30.096631963162167,3.247077169174828,62.91040972129328,1
1,0,0,1,46,63,0.5402994067614997,18.40447720502135,74.33528955700123,50.73295692159294,0
3,0,1,1,13,43,0.8511507354259817,75.64510879889119,72.3330303993963,48.47225926248075,1
13,0,0,1,37,28,0.9576316462725879,47.41579458790797,13.605623443164294,42.57736423245622,1
28,1,0,1,38,58,0.5657449506132892,22.578955215062912,83.60789007952809,53.238743465263695,0
25,1,1,1,24,70,0.5144613277398942,61.66219781652751,15.478603484611197,59.19556470814391,0
33,0,0,1,2,91,0.0850563854892411,4.0333852138451975,30.11755869973588,46.43731619851033,0
38,0,0,0,22,8,0.5488728015425998,32.61702541282535,24.8976899161365,55.16876772033169,1
6,0,1,1,17,91,0.3799790789653946,46.85569945911347,37.23070985730478,57.97251684621215,0
32,1,1,0,36,5,0.6071352808835769,14.795833410940585,25.466376588996187,58.44487268061144,1
21,0,1,0,14,28,0.3887263478765467,98.46544775908396,48.8950926438452,32.078643925247206,0
16,1,0,0,10,57,0.24029912345036675,20.909736458961426,40.74078813546854,64.38991222740268,0
21,1,1,0,35,16,0.0949652752283765,13.035313004326554,98.65694907793265,48.33013259060192,1
11,1,0,1,25,15,0.31491844458889573,20.35348738868964,5.592635012822567,40.496643267848576,0
37,0,1,0,3,86,0.09664483428775228,76.90611331597242,14.218137638735161,39.670580299187264,0
36,1,0,1,47,94,0.17689695082398393,42.55056592718428,5.282589390860249,49.320564513758015,1
35,0,1,1,38,2,0.9873361585795459,56.541593975253804,62.58411949823758,65.47326157875837,1
19,1,1,0,17,20,0.4441035569066186,2.1009156986360744,5.450927741371958,45.133903267305875,1
20,0,1,1,12,63,0.5318717665050166,3.4431308573314556,83.64397373761233,59.98902987134173,0
18,1,1,0,24,89,0.8736185287372153,44.582554982701616,51.19386306819278,33.87274923948874,0
14,0,0,0,29,35,0.9955689004906878,81.66552432016235,52.70076245815337,49.04226808604247,0
15,1,1,1,43,85,0.5827144493446815,88.52388787075652,56.15945077121942,69.66744561570943,0
31,0,1,1,25,61,0.8124738210441717,8.670656759564022,17.081370630621073,60.817512111693475,0
1,0,0,0,36,41,0.32694102433667527,53.836310210102276,19.769030311448756,38.42113953762452,1
3,0,1,1,26,75,0.3057439574472911,91.32296862792705,31.88173228730047,50.05765894791643,0
16,0,0,1,38,41,0.4027037209945602,38.797275439788635,59.34964158218514,39.344990545942665,1
23,1,1,1,1,60,0.6725072626736491,82.95658314283686,21.011777594021453,46.382437090500375,0
11,1,1,0,20,12,0.6821916892550988,13.36956543994362,11.633172713326124,61.203360949398586,1
12,0,1,0,28,10,0.3152394346494508,93.53944896677987,97.01168864184322,60.84899261161615,0
10,1,0,1,16,53,0.1332099241366287,75.14233175313026,2.1981814809622913,39.12401511609541,0
32,0,1,1,47,15,0.6323962564655086,94.13343927869016,80.26974053360216,66.88893272619441,1
16,0,1,1,17,7,0.12832586218876452,67.66172335525064,78.8035149575022,53.702727310593076,0
8,1,1,1,40,58,0.5784925082293301,36.3403931999427,29.7214113845096,45.196971638480576,1
38,0,0,1,28,56,0.693422128056309,93.81811725247225,13.56266160073134,50.07742323123443,0
12,0,0,0,12,39,0.7006114963944516,27.556677630917846,14.562864670542341,54.20285013750975,0
24,1,1,1,27,58,0.7534721106595967,33.21725220617326,69.74316172371925,52.395621273831416,1
28,0,0,0,42,1,0.8728594215656645,70.08084180017403,64.28065910861737,49.456201421447126,0
8,0,1,1,47,93,0.49995899196478844,76.53162995253862,78.27456742513867,50.197312163576,1
28,0,1,0,30,93,0.7302491895295712,92.94034838491538,93.74811723991047,37.05647641711545,0
36,0,1,1,41,75,0.6191727353658367,20.48024090562095,69.1927363266592,62.50931617218718,0
